7.6713912609 105.5742623527
8.2311132786 216.3213424731
-68.8146256431 178.5380641228
-36.9969326251 303.7613391749
15.5076460507 311.9880895375
-34.2905339766 240.2569056832
3.9159236425 189.2750926365
-38.9453140087 158.5920058267
14.6644367378 259.2038683614
-4.2125214983 148.3413899282
-57.0519215633 236.8121081711
70.3512511769 169.4972210126
27.5726018050 347.6795109738
56.7930992171 336.5107595077
-65.2792829543 325.4340735218
3.9215838338 311.2931054660
48.1207668977 201.1669985079
-58.1379611825 187.0368125801
6.3554081721 270.2921106669
-18.8467439849 125.6301814805
40.6181167900 228.6492243839
-44.5215408692 255.3934397600
-9.7357434022 112.4029671845
32.2209514890 358.5425207284
-38.2432295635 204.5497971266
-31.3489678957 57.7740600778
-41.0278844598 228.5048994022
52.5729497661 226.0203811017
28.0359021891 339.7589717745
-70.5807810008 283.0929637821
-38.8796634783 162.5388075294
-23.9091191930 60.4952484580
42.7310448580 7.1810311551
-5.9866436034 33.3428661374
-6.8437251687 4.9424466874
-4.6867713714 251.4828166122
-8.5280735918 10.3698400671
23.0299995546 261.0753537142
-58.3576276357 260.7614034409
56.3965088532 240.0687063035
36.0981987327 325.0358916181
-28.9029441583 332.6276079256
-44.9792897888 152.2903749572
15.3358905000 221.3188208325
36.1296651402 110.1348159658
35.3289153740 156.8382662836
10.7492190127 265.3906067526
70.0296479041 136.3916298707
24.9992597602 319.6033204152
-7.1537790245 199.5563539171
67.1084860725 217.8449782545
-51.6769580190 358.9925947582
-21.6938696992 35.2983800811
71.1381689040 24.5376084736
-13.6093810165 145.0612826817
79.2233773083 266.3645944937
-6.2383091828 58.1217386017
-2.2349377238 42.1872362388
-63.6121133940 17.0750019255
36.2154498684 35.3160555865
-41.0218742410 320.4540683946
46.7453921191 121.2925234569
26.1596180986 172.4290378010
-55.6063088638 158.8047037647
27.3976407342 11.6063483378
79.3257997799 36.6765034978
5.3337200038 313.3446422748
-39.4922242275 109.5435548803
-9.8266517097 165.2762003821
-34.1623528674 202.0385850332
-75.6160918685 216.6339625647
11.3391449964 93.4915588836
-27.5547792734 161.2244430346
16.4908359886 359.4290697781
-13.7336369194 165.0541158154
30.7635455993 8.1402345726
42.6988006958 113.1438630455
10.3736028661 42.1591226952
-39.9134424469 157.2886431201
-64.7355057017 340.6765308792
-35.5691187586 150.3264767441
30.9499043840 136.5772867818
48.4614909663 51.8278549078
-34.7913130764 185.5701995562
22.3839803362 79.2918718761
-0.4440171037 216.2950379456
-9.5230266546 350.3523865477
3.5866911797 236.1781775243
-65.8792688418 24.1661307879
54.6946701243 114.2626286662
-8.2282839110 25.7164673492
42.0758313428 115.2505568002
-57.4554541471 292.8424087917
-22.6140737834 338.0231424234
10.2796365436 46.7263662977
-24.3216509855 232.6859534835
-27.8547988302 234.5110711022
-77.1252100618 35.8029335736
7.5503765835 120.6733692018
-78.0583161672 114.0367930905
-44.7181816207 329.8600789218
-36.1088780771 156.3475891064
-49.8520093084 82.4376478478
-58.7322070618 191.3006051475
-38.1566039857 148.3275111812
-6.1884696036 255.1224022880
68.0614551104 159.5803046508
-8.4124976564 81.4373000248
60.5504014599 114.3740158987
-36.3800045663 264.1537461110
27.2223410261 223.8633507459
-22.4031588133 129.1950753386
10.0872274853 331.9452090352
-2.0992365625 285.7692428724
-7.1216068282 163.8598467022
-50.1602374964 36.7384114918
5.0960652676 142.0841114158
-24.2938779781 171.9569227751
62.8250843681 224.6443153277
-13.7125355454 48.4478482997
20.0913641415 304.1316256088
-12.8088137265 193.2062501847
15.4476783918 123.7519174216
-6.7522476945 4.2541033872
-52.3998280197 244.1479326843
61.2108812520 76.7521902933
-28.0371611484 16.2074101355
41.2542544508 215.8912402742
43.1699494305 339.0565249710
-60.6968985640 145.4627736050
-9.0416975996 74.1325512519
45.2678599301 243.3538714968
-60.0071465103 166.8077977576
82.0849789426 119.4748104414
36.9300925440 323.4141435991
-27.9102784590 321.8381890411
22.0621922469 160.6190603549
-12.2045171618 143.4330325593
-28.2840913049 242.4557212873
-18.9968070353 260.9274121926
-61.9640684228 15.6552891629
-31.0674971244 10.6722173951
1.0242103087 149.5608034109
-56.0328864492 142.5700725658
14.2443292276 51.2147874681
-55.8579491260 313.4660533196
-20.9212711029 242.3943357277
16.9574644797 213.5220616705
-24.9141872178 101.2332122945
-53.6233457648 196.4690558708
44.5559372329 74.8212455586
28.6985111767 68.4469660147
-54.4211403839 168.3841225672
-5.1781152670 340.1131692635
0.8847865394 292.8452517098
51.6954432709 184.6506353474
9.7369154332 253.5901823210
51.6875849879 319.4150231220
25.0775958278 314.8842441417
5.1784791169 11.2098862214
33.3888022894 248.8699356493
44.7314501066 258.8289938915
-29.9975046659 357.7501158322
61.7078493708 242.2490951373
53.4905981062 254.4823269122
-47.1799592492 230.6240162420
25.7244975169 123.0245721565
28.3079618148 25.2485537004
-39.2857154119 41.7437344924
59.5505683435 202.9754224711
16.8290608471 198.3306855268
