       78.672760      -4.5334054
       324.98127      -25.333057
       183.91356      -69.120498
       227.59742      -8.6001811
       252.72369       39.071987
       269.60064      -43.863017
       353.71998      -37.504832
       73.077652      -72.122033
       293.16153       3.8130219
       47.420682      -38.543070
       238.56584      -55.341239
       9.4078212       28.537722
       215.02813       67.488997
       316.08440       73.267479
       200.76117      -26.346531
       244.83307       29.456925
       351.32916       7.8034300
       205.16122      -78.982832
       279.46653       4.9052629
       81.322261      -37.522885
       330.23524       8.4749083
       249.43479      -39.875997
       85.102468      -22.153558
       189.97018       74.244828
       294.96265      -69.745140
       138.94848      -4.6542620
       268.49505      -55.311006
       338.05600       17.870296
       230.93183       64.654101
       210.62455      -40.530513
       66.136212      -74.461856
       132.68960     0.043380037
       138.70890       82.757735
       146.88716       28.633291
       179.41445       35.044428
       286.21570      -15.829012
       173.18571       32.793005
       297.45502       11.230335
       230.97342      -43.518974
       333.25632       25.680352
       263.59432       61.762184
       209.48425       9.3175109
       96.877880      -70.785141
       323.72622      -16.789152
       56.987747       14.571151
       24.177515      -4.1904663
       286.03171       4.9057637
       21.560194       32.151086
       254.08760       50.906242
       336.88178      -45.952237
       349.64121       28.566540
       186.04194      -9.6239910
       151.89030       13.509815
       23.302121       64.103244
       57.466179      -45.100234
       349.77468       46.168488
       124.12699       15.728712
       136.03981       27.846163
       177.29389      -22.366647
       106.67799       61.607962
       214.27120      -5.6037175
       43.306435       17.599755
       12.462652      -15.583141
       133.75581      -74.898970
       157.51931       67.560302
       16.815466       56.006888
       243.83461       31.788851
       113.26186      -40.171212
       28.298611      -49.908525
       307.33644      -68.547895
       201.89062      -58.516626
       85.206374       6.0886703
       47.731449      -64.917392
       186.46571       58.549685
       30.389590      -53.601526
       162.57794       71.736214
       50.704513       18.062074
       127.91489       38.478888
       77.519104      -71.864169
       194.27921      -23.684717
       76.855710      -64.859121
       41.554710      -2.0259439
       74.685098       56.130435
       345.90048      -76.206034
       87.412614       23.447255
       320.47899      -33.069452
       196.63948       31.903971
       304.13836      -19.009796
       174.73874      -25.334681
       41.486869       26.541921
       155.87144       29.414663
       49.870031       16.587596
       219.97032      -29.082425
       206.55807       16.734884
       123.42497       35.760336
       285.91160      -42.521886
       280.82279      -43.693125
       176.00228      -37.069563
       66.875832      -13.952613
       167.71913      -51.526171
       206.44946      -6.3620695
       69.888127      -68.945680
       137.37967      -30.707943
       212.98674      -77.319296
